name,time,rssi
device_uplink,1593601756599000000,-38
device_uplink,1593601768911000000,-39
device_uplink,1593601781226000000,-42
device_uplink,1593601793538000000,-41
device_uplink,1593601805856000000,-39
device_uplink,1593601818172000000,-42
device_uplink,1593601830482000000,-41
device_uplink,1593601842794000000,-47
device_uplink,1593601855115000000,-42
device_uplink,1593601867429000000,-49
device_uplink,1593602571698000000,-28
device_uplink,1593602576835000000,-29
device_uplink,1593602581967000000,-33
device_uplink,1593602586585000000,-35
device_uplink,1593602591208000000,-37
device_uplink,1593602603530000000,-36
device_uplink,1593602615845000000,-41
device_uplink,1593602628172000000,-39
device_uplink,1593602640489000000,-36
device_uplink,1593602652805000000,-41
device_uplink,1593602665129000000,-39
device_uplink,1593602677449000000,-39
device_uplink,1593602689767000000,-41
device_uplink,1593602702097000000,-37
device_uplink,1593602714399000000,-36
device_uplink,1593602726727000000,-43
device_uplink,1593602739039000000,-38
device_uplink,1593602751364000000,-41
device_uplink,1593602763682000000,-41
device_uplink,1593602775998000000,-42
device_uplink,1593602788317000000,-42
device_uplink,1593602800633000000,-42
device_uplink,1593602812959000000,-43
device_uplink,1593602825279000000,-41
device_uplink,1593602837597000000,-45
device_uplink,1593602849924000000,-43
device_uplink,1593602862232000000,-47
device_uplink,1593602874553000000,-40
device_uplink,1593602886882000000,-41
device_uplink,1593602899194000000,-58
device_uplink,1593602911514000000,-57
device_uplink,1593602923827000000,-60
device_uplink,1593602936145000000,-41
device_uplink,1593602948465000000,-42
device_uplink,1593602960785000000,-41
device_uplink,1593602973112000000,-42
device_uplink,1593602985429000000,-42
device_uplink,1593602997748000000,-40
device_uplink,1593603010071000000,-42
device_uplink,1593603022386000000,-39
device_uplink,1593603034703000000,-41
device_uplink,1593603047022000000,-39
device_uplink,1593603059341000000,-39
device_uplink,1593603071655000000,-37
device_uplink,1593603083976000000,-36
device_uplink,1593604281732000000,-28
device_uplink,1593604294144000000,-29
device_uplink,1593604299268000000,-30
device_uplink,1593604304398000000,-33
device_uplink,1593604309022000000,-39
device_uplink,1593604313649000000,-41
device_uplink,1593604318273000000,-38
device_uplink,1593604330594000000,-41
device_uplink,1593604355225000000,-43
device_uplink,1593604367543000000,-39
device_uplink,1593604379860000000,-45
device_uplink,1593604389695000000,-23
device_uplink,1593604392172000000,-43
device_uplink,1593604394834000000,-28
device_uplink,1593604399966000000,-32
device_uplink,1593604404493000000,-41
device_uplink,1593604404581000000,-37
device_uplink,1593604409205000000,-43
device_uplink,1593604412615000000,-25
device_uplink,1593604416813000000,-43
device_uplink,1593604421528000000,-36
device_uplink,1593604429122000000,-39
device_uplink,1593604433843000000,-42
device_uplink,1593604441451000000,-40
device_uplink,1593604446164000000,-37
device_uplink,1593604453758000000,-47
device_uplink,1593604458483000000,-37
device_uplink,1593604466091000000,-43
device_uplink,1593604470803000000,-37
device_uplink,1593604473897000000,-29
device_uplink,1593604474804000000,-36
device_uplink,1593604478408000000,-45
device_uplink,1593604483124000000,-40
device_uplink,1593604490720000000,-44
device_uplink,1593604495435000000,-37
device_uplink,1593604503039000000,-42
device_uplink,1593604505951000000,-25
device_uplink,1593604507757000000,-39
device_uplink,1593604515358000000,-41
device_uplink,1593604520077000000,-42
device_uplink,1593604527672000000,-41
device_uplink,1593604532388000000,-39
device_uplink,1593604535187000000,-29
device_uplink,1593604537107000000,-27
device_uplink,1593604539998000000,-43
device_uplink,1593604544713000000,-40
device_uplink,1593604552311000000,-43
device_uplink,1593604557026000000,-39
device_uplink,1593604564627000000,-43
device_uplink,1593604568260000000,-29
device_uplink,1593604576947000000,-43
device_uplink,1593604581667000000,-39
device_uplink,1593604589262000000,-43
device_uplink,1593604593987000000,-39
device_uplink,1593604596483000000,-23
device_uplink,1593604599405000000,-28
device_uplink,1593604601585000000,-45
device_uplink,1593604606303000000,-36
device_uplink,1593604613897000000,-43
device_uplink,1593604618616000000,-39
device_uplink,1593604626220000000,-43
device_uplink,1593604630536000000,-27
device_uplink,1593604630936000000,-37
device_uplink,1593604638545000000,-43
device_uplink,1593604643256000000,-37
device_uplink,1593604650849000000,-41
device_uplink,1593604655574000000,-40
device_uplink,1593604657776000000,-27
device_uplink,1593604662834000000,-27
device_uplink,1593604663169000000,-42
device_uplink,1593604667891000000,-39
device_uplink,1593604675490000000,-45
device_uplink,1593604680214000000,-40
device_uplink,1593604687809000000,-43
device_uplink,1593604692537000000,-39
device_uplink,1593604695144000000,-30
device_uplink,1593604700123000000,-43
device_uplink,1593604704862000000,-36
device_uplink,1593604712440000000,-43
device_uplink,1593604717182000000,-40
device_uplink,1593604719044000000,-30
device_uplink,1593604724764000000,-45
device_uplink,1593604727439000000,-22
device_uplink,1593604729478000000,-39
device_uplink,1593604737079000000,-43
device_uplink,1593604741802000000,-36
device_uplink,1593604749402000000,-47
device_uplink,1593604754121000000,-37
device_uplink,1593604759736000000,-24
device_uplink,1593604761719000000,-42
device_uplink,1593604766437000000,-38
device_uplink,1593604774034000000,-43
device_uplink,1593604778763000000,-39
device_uplink,1593604791081000000,-37
device_uplink,1593604792052000000,-27
device_uplink,1593604803397000000,-52
device_uplink,1593604815722000000,-59
device_uplink,1593611109522000000,-34
device_uplink,1593611114644000000,-36
device_uplink,1593611119761000000,-43
device_uplink,1593611137216000000,-37
device_uplink,1593611142338000000,-39
device_uplink,1593611147473000000,-43
device_uplink,1593611152091000000,-45
device_uplink,1593611156711000000,-48
device_uplink,1593611169027000000,-53
device_uplink,1593611181341000000,-49
device_uplink,1593611193655000000,-48
device_uplink,1593611205974000000,-51
device_uplink,1593611218285000000,-49
device_uplink,1593611230606000000,-49
device_uplink,1593611242916000000,-52
device_uplink,1593611255231000000,-51
device_uplink,1593611267546000000,-49
device_uplink,1593611279855000000,-52
device_uplink,1593611292168000000,-51
device_uplink,1593611304496000000,-51
device_uplink,1593611316802000000,-61
device_uplink,1593611345162000000,-51
device_uplink,1593611370180000000,-42
device_uplink,1593611923170000000,-31
device_uplink,1593612259818000000,-25
device_uplink,1593612264954000000,-31
device_uplink,1593612270079000000,-35
device_uplink,1593612274708000000,-36
device_uplink,1593612279335000000,-40
device_uplink,1593612283953000000,-40
device_uplink,1593612296268000000,-43
device_uplink,1593612308593000000,-47
device_uplink,1593612320910000000,-45
device_uplink,1593612333232000000,-43
device_uplink,1593612345550000000,-39
device_uplink,1593612357868000000,-41
device_uplink,1593612370180000000,-40
device_uplink,1593612382498000000,-42
device_uplink,1593612394822000000,-39
device_uplink,1593612407136000000,-41
device_uplink,1593612419462000000,-42
device_uplink,1593612431775000000,-41
device_uplink,1593612444094000000,-39
device_uplink,1593612456422000000,-39
device_uplink,1593612468727000000,-38
device_uplink,1593612481048000000,-40
device_uplink,1593612493369000000,-38
device_uplink,1593612505692000000,-37
device_uplink,1593612518016000000,-39
device_uplink,1593612530328000000,-42
device_uplink,1593612542650000000,-39
device_uplink,1593612554964000000,-38
device_uplink,1593612567283000000,-41
device_uplink,1593612579607000000,-38
device_uplink,1593612591920000000,-40
device_uplink,1593612604234000000,-42
device_uplink,1593612616561000000,-40
device_uplink,1593612628877000000,-41
device_uplink,1593612641205000000,-41
device_uplink,1593612653509000000,-39
device_uplink,1593612665834000000,-37
device_uplink,1593612678153000000,-42
device_uplink,1593612690468000000,-40
device_uplink,1593612702800000000,-37
device_uplink,1593612715105000000,-39
device_uplink,1593612727429000000,-38
device_uplink,1593612739746000000,-41
device_uplink,1593612752065000000,-40
device_uplink,1593612764383000000,-41
device_uplink,1593612776697000000,-37
device_uplink,1593612789009000000,-40
device_uplink,1593612801335000000,-41
device_uplink,1593612813653000000,-41
device_uplink,1593612825977000000,-42
device_uplink,1593612838289000000,-37
device_uplink,1593612850611000000,-38
device_uplink,1593612862929000000,-39
device_uplink,1593612875241000000,-39
device_uplink,1593612887574000000,-39
device_uplink,1593612899882000000,-40
device_uplink,1593612912203000000,-39
device_uplink,1593612924525000000,-39
device_uplink,1593612936840000000,-40
device_uplink,1593612949161000000,-41
device_uplink,1593612961482000000,-41
device_uplink,1593612973796000000,-40
device_uplink,1593612986117000000,-39
device_uplink,1593612998439000000,-38
device_uplink,1593613010755000000,-41
device_uplink,1593613023078000000,-37
device_uplink,1593613035394000000,-39
device_uplink,1593613047717000000,-38
device_uplink,1593613060024000000,-39
device_uplink,1593613072342000000,-39
device_uplink,1593613084664000000,-40
device_uplink,1593613096981000000,-39
device_uplink,1593613109302000000,-36
device_uplink,1593613121627000000,-37
device_uplink,1593613133936000000,-37
device_uplink,1593613146259000000,-37
device_uplink,1593613158580000000,-39
device_uplink,1593613170898000000,-39
device_uplink,1593613183225000000,-39
device_uplink,1593613195534000000,-38
device_uplink,1593613207852000000,-40
device_uplink,1593613220173000000,-39
device_uplink,1593613232496000000,-41
device_uplink,1593613244819000000,-42
device_uplink,1593613257123000000,-39
device_uplink,1593613269456000000,-42
device_uplink,1593613281765000000,-40
device_uplink,1593613294082000000,-39
device_uplink,1593613306411000000,-42
device_uplink,1593613318715000000,-41
device_uplink,1593613331039000000,-39
device_uplink,1593613343357000000,-40
device_uplink,1593613355679000000,-41
device_uplink,1593613367999000000,-39
device_uplink,1593613380320000000,-39
device_uplink,1593613392633000000,-37
device_uplink,1593613404958000000,-41
device_uplink,1593613417270000000,-40
device_uplink,1593616362244000000,-28
device_uplink,1593616367380000000,-29
device_uplink,1593616372510000000,-31
device_uplink,1593616377131000000,-35
device_uplink,1593616381754000000,-37
device_uplink,1593616414114000000,-36
device_uplink,1593616446421000000,-39
device_uplink,1593616478749000000,-45
device_uplink,1593616511074000000,-39
device_uplink,1593616543404000000,-38
device_uplink,1593616575740000000,-37
device_uplink,1593616608069000000,-37
device_uplink,1593616640396000000,-39
device_uplink,1593616672731000000,-39
device_uplink,1593616705062000000,-39
device_uplink,1593616737401000000,-40
device_uplink,1593616769722000000,-39
device_uplink,1593616802055000000,-37
device_uplink,1593616834389000000,-41
device_uplink,1593616866717000000,-37
device_uplink,1593616899051000000,-39
device_uplink,1593616931377000000,-42
device_uplink,1593616963707000000,-41
device_uplink,1593616996055000000,-39
device_uplink,1593617028378000000,-43
device_uplink,1593617060714000000,-41
device_uplink,1593617093042000000,-37
device_uplink,1593617125383000000,-42
device_uplink,1593617157700000000,-43
device_uplink,1593617190029000000,-45
device_uplink,1593617222358000000,-42
device_uplink,1593617292777000000,-31
device_uplink,1593617297899000000,-31
device_uplink,1593617303031000000,-37
device_uplink,1593617307651000000,-40
device_uplink,1593617312274000000,-42
device_uplink,1593617344592000000,-41
device_uplink,1593617376908000000,-42
device_uplink,1593617409233000000,-42
device_uplink,1593617441556000000,-41
device_uplink,1593617473857000000,-43
device_uplink,1593617506174000000,-41
device_uplink,1593617538500000000,-41
device_uplink,1593617570814000000,-45
device_uplink,1593617603134000000,-42
device_uplink,1593617635453000000,-39
device_uplink,1593617667769000000,-42
device_uplink,1593617700083000000,-41
device_uplink,1593617732396000000,-40
device_uplink,1593617764717000000,-42
device_uplink,1593617797033000000,-39
device_uplink,1593617829357000000,-39
device_uplink,1593617861669000000,-41
device_uplink,1593617893985000000,-41
device_uplink,1593617926297000000,-42
device_uplink,1593617958612000000,-41
device_uplink,1593617990921000000,-37
device_uplink,1593618023244000000,-43
device_uplink,1593618055552000000,-41
device_uplink,1593618087875000000,-40
device_uplink,1593618120184000000,-43
device_uplink,1593618152504000000,-43
device_uplink,1593618184808000000,-42
device_uplink,1593618217128000000,-39
device_uplink,1593618249438000000,-43
device_uplink,1593618281760000000,-46
device_uplink,1593618314065000000,-45
device_uplink,1593618346386000000,-42
device_uplink,1593618378696000000,-40
device_uplink,1593618411016000000,-49
device_uplink,1593618443330000000,-43
device_uplink,1593618475644000000,-42
device_uplink,1593618507959000000,-37
device_uplink,1593618540277000000,-47
device_uplink,1593618572593000000,-42
device_uplink,1593618604905000000,-41
device_uplink,1593618637222000000,-41
device_uplink,1593618669545000000,-41
device_uplink,1593618701855000000,-42
device_uplink,1593618734163000000,-45
device_uplink,1593618766473000000,-43
device_uplink,1593618798797000000,-42
device_uplink,1593618831110000000,-43
device_uplink,1593618863421000000,-42
device_uplink,1593618895742000000,-41
device_uplink,1593618928048000000,-42
device_uplink,1593618960373000000,-41
device_uplink,1593618992684000000,-40
device_uplink,1593619025001000000,-42
device_uplink,1593619057325000000,-41
device_uplink,1593619089637000000,-37
device_uplink,1593619121958000000,-42
device_uplink,1593619154277000000,-40
device_uplink,1593619186587000000,-38
device_uplink,1593619218910000000,-43
device_uplink,1593619251220000000,-41
device_uplink,1593619283542000000,-59
device_uplink,1593619315852000000,-49
device_uplink,1593619348165000000,-49
device_uplink,1593619380494000000,-48
device_uplink,1593619412795000000,-55
device_uplink,1593619445114000000,-42
device_uplink,1593619477433000000,-44
device_uplink,1593619509746000000,-47
device_uplink,1593619542059000000,-45
device_uplink,1593619574383000000,-51
device_uplink,1593619606699000000,-46
device_uplink,1593619639019000000,-43
device_uplink,1593619671331000000,-43
device_uplink,1593619703646000000,-45
device_uplink,1593619735955000000,-43
device_uplink,1593619768273000000,-42
device_uplink,1593619800579000000,-43
device_uplink,1593619832896000000,-45
device_uplink,1593619865210000000,-45
device_uplink,1593619897515000000,-46
device_uplink,1593619929827000000,-46
device_uplink,1593619962139000000,-45
device_uplink,1593619994454000000,-47
device_uplink,1593620026779000000,-45
device_uplink,1593620059083000000,-43
device_uplink,1593620091404000000,-46
device_uplink,1593620156028000000,-43
device_uplink,1593620188347000000,-45
device_uplink,1593620220655000000,-45
device_uplink,1593620252975000000,-45
device_uplink,1593620285282000000,-46
device_uplink,1593620317608000000,-42
device_uplink,1593620349931000000,-45
device_uplink,1593620382231000000,-48
device_uplink,1593620414557000000,-46
device_uplink,1593620446863000000,-49
device_uplink,1593620479184000000,-51
device_uplink,1593620511507000000,-51
device_uplink,1593620543806000000,-49
device_uplink,1593620576140000000,-52
device_uplink,1593620608446000000,-44
device_uplink,1593620640765000000,-39
device_uplink,1593620673086000000,-43
device_uplink,1593620705394000000,-42
device_uplink,1593620737712000000,-41
device_uplink,1593620770025000000,-43
device_uplink,1593620802347000000,-42
device_uplink,1593620834668000000,-41
device_uplink,1593620866975000000,-42
device_uplink,1593620899290000000,-42
device_uplink,1593620931610000000,-43
device_uplink,1593620963927000000,-44
device_uplink,1593620996248000000,-42
device_uplink,1593621028559000000,-43
device_uplink,1593621060878000000,-47
device_uplink,1593621093189000000,-43
device_uplink,1593621125495000000,-42
device_uplink,1593621157814000000,-43
device_uplink,1593621190125000000,-43
device_uplink,1593621222437000000,-43
device_uplink,1593621254756000000,-44
device_uplink,1593621287072000000,-43
device_uplink,1593621319395000000,-42
device_uplink,1593621351713000000,-47
device_uplink,1593621384032000000,-43
device_uplink,1593621416337000000,-43
device_uplink,1593621448656000000,-45
device_uplink,1593621480975000000,-45
device_uplink,1593621513291000000,-45
device_uplink,1593621545600000000,-44
device_uplink,1593621577911000000,-42
device_uplink,1593621610234000000,-43
device_uplink,1593621642551000000,-41
device_uplink,1593621674864000000,-43
device_uplink,1593621707176000000,-43
device_uplink,1593621739489000000,-46
device_uplink,1593621771804000000,-43
device_uplink,1593621804118000000,-43
device_uplink,1593621836441000000,-44
device_uplink,1593621868756000000,-42
device_uplink,1593621901068000000,-43
device_uplink,1593621933380000000,-46
device_uplink,1593621965700000000,-45
device_uplink,1593621998009000000,-45
device_uplink,1593622030320000000,-44
device_uplink,1593622062635000000,-45
device_uplink,1593622094950000000,-45
device_uplink,1593622127266000000,-45
device_uplink,1593622159577000000,-45
device_uplink,1593622191883000000,-45
device_uplink,1593622224201000000,-45
device_uplink,1593622256521000000,-43
device_uplink,1593622288831000000,-42
device_uplink,1593622321146000000,-41
device_uplink,1593622353461000000,-42
device_uplink,1593622385772000000,-42
device_uplink,1593622418081000000,-45
device_uplink,1593622450399000000,-43
device_uplink,1593622482714000000,-42
device_uplink,1593622515022000000,-45
device_uplink,1593622547338000000,-42
device_uplink,1593622579652000000,-45
device_uplink,1593622611963000000,-47
device_uplink,1593622644285000000,-43
device_uplink,1593622676597000000,-43
device_uplink,1593622708906000000,-45
device_uplink,1593622741229000000,-43
device_uplink,1593622773540000000,-43
device_uplink,1593622805851000000,-45
device_uplink,1593622838164000000,-43
device_uplink,1593622870487000000,-43
device_uplink,1593622902792000000,-40
device_uplink,1593622967426000000,-45
device_uplink,1593622999747000000,-41
device_uplink,1593623032077000000,-42
device_uplink,1593623064381000000,-43
device_uplink,1593623096699000000,-45
device_uplink,1593623129017000000,-45
device_uplink,1593623161335000000,-43
device_uplink,1593623193648000000,-45
device_uplink,1593623225961000000,-43
device_uplink,1593623258277000000,-43
device_uplink,1593623290598000000,-41
device_uplink,1593623322907000000,-43
device_uplink,1593623355227000000,-43
device_uplink,1593623387549000000,-41
device_uplink,1593623419857000000,-43
device_uplink,1593623452181000000,-43
device_uplink,1593623484494000000,-45
device_uplink,1593623549130000000,-42
device_uplink,1593623557797000000,-45
device_uplink,1593623562422000000,-43
device_uplink,1593623594748000000,-45
device_uplink,1593623644505000000,-45
device_uplink,1593623694259000000,-42
device_uplink,1593623744017000000,-42
device_uplink,1593623793760000000,-42
device_uplink,1593623843515000000,-43
device_uplink,1593623893271000000,-42
device_uplink,1593623943032000000,-42
device_uplink,1593623992780000000,-45
device_uplink,1593624042546000000,-42
device_uplink,1593624092290000000,-42
device_uplink,1593624142040000000,-42
device_uplink,1593624191794000000,-42
device_uplink,1593624241553000000,-43
device_uplink,1593624291304000000,-45
device_uplink,1593624341060000000,-43
device_uplink,1593624390809000000,-43
device_uplink,1593624399482000000,-44
device_uplink,1593624404106000000,-45
device_uplink,1593624436427000000,-45
device_uplink,1593624468736000000,-45
device_uplink,1593624501046000000,-43
device_uplink,1593624533364000000,-41
device_uplink,1593624565675000000,-43
device_uplink,1593624598001000000,-43
device_uplink,1593624630311000000,-43
device_uplink,1593624662623000000,-47
device_uplink,1593624694932000000,-43
device_uplink,1593624727251000000,-43
device_uplink,1593624759567000000,-45
device_uplink,1593624791888000000,-42
device_uplink,1593624824204000000,-45
device_uplink,1593624856520000000,-46
device_uplink,1593624888833000000,-45
device_uplink,1593624921158000000,-42
device_uplink,1593624953469000000,-45
device_uplink,1593624985793000000,-42
device_uplink,1593625018096000000,-45
device_uplink,1593625050413000000,-45
device_uplink,1593625082739000000,-45
device_uplink,1593625115048000000,-43
device_uplink,1593625147364000000,-45
device_uplink,1593625179676000000,-43
device_uplink,1593625211994000000,-45
device_uplink,1593625244309000000,-46
device_uplink,1593625276627000000,-43
device_uplink,1593625308936000000,-42
device_uplink,1593625341248000000,-46
device_uplink,1593625373562000000,-43
device_uplink,1593625405881000000,-45
device_uplink,1593625438185000000,-44
device_uplink,1593625470500000000,-45
device_uplink,1593625502826000000,-43
device_uplink,1593625535126000000,-44
device_uplink,1593625567435000000,-42
device_uplink,1593625599757000000,-45
device_uplink,1593625632072000000,-44
device_uplink,1593625664387000000,-45
device_uplink,1593625696710000000,-42
device_uplink,1593625729038000000,-45
device_uplink,1593625761330000000,-43
device_uplink,1593625793651000000,-42
device_uplink,1593625825951000000,-46
device_uplink,1593625858264000000,-43
device_uplink,1593625890587000000,-43
device_uplink,1593625922899000000,-46
device_uplink,1593625955209000000,-42
device_uplink,1593625987519000000,-43
device_uplink,1593626019830000000,-44
device_uplink,1593626052161000000,-45
device_uplink,1593626084458000000,-43
device_uplink,1593626116781000000,-46
device_uplink,1593626149097000000,-43
device_uplink,1593626181404000000,-45
device_uplink,1593626246043000000,-45
device_uplink,1593626278350000000,-43
device_uplink,1593626310661000000,-44
device_uplink,1593626342978000000,-43
device_uplink,1593626375303000000,-42
device_uplink,1593626407603000000,-44
device_uplink,1593626439916000000,-43
device_uplink,1593626472233000000,-43
device_uplink,1593626504548000000,-44
device_uplink,1593626536873000000,-43
device_uplink,1593626569172000000,-43
device_uplink,1593626601489000000,-46
device_uplink,1593626633808000000,-43
device_uplink,1593626666124000000,-42
device_uplink,1593626698435000000,-45
device_uplink,1593626730745000000,-43
device_uplink,1593626763046000000,-42
device_uplink,1593626795369000000,-46
device_uplink,1593626827675000000,-42
device_uplink,1593626860007000000,-43
device_uplink,1593626892311000000,-46
device_uplink,1593626924623000000,-45
device_uplink,1593626956936000000,-45
device_uplink,1593626989249000000,-45
device_uplink,1593627021563000000,-43
device_uplink,1593627053876000000,-43
device_uplink,1593627086195000000,-44
device_uplink,1593627118506000000,-45
device_uplink,1593627150830000000,-42
device_uplink,1593627183144000000,-45
device_uplink,1593627215457000000,-43
device_uplink,1593627247783000000,-45
device_uplink,1593627280096000000,-47
device_uplink,1593627312415000000,-45
device_uplink,1593627344728000000,-43
device_uplink,1593627377050000000,-43
device_uplink,1593632924233000000,-49
device_uplink,1593632929357000000,-45
device_uplink,1593632934488000000,-43
device_uplink,1593632939113000000,-49
device_uplink,1593632943742000000,-54
device_uplink,1593632976051000000,-48
device_uplink,1593633008369000000,-57
device_uplink,1593633040667000000,-54
device_uplink,1593633072977000000,-51
device_uplink,1593633105285000000,-49
device_uplink,1593633137596000000,-51
device_uplink,1593633169898000000,-55
device_uplink,1593633202203000000,-58
device_uplink,1593633234525000000,-53
device_uplink,1593633266823000000,-51
device_uplink,1593633299138000000,-54
device_uplink,1593633331437000000,-53
device_uplink,1593633363749000000,-52
device_uplink,1593633396070000000,-55
device_uplink,1593633428361000000,-50
device_uplink,1593633460666000000,-61
device_uplink,1593633492977000000,-53
device_uplink,1593633525283000000,-53
device_uplink,1593633557586000000,-56
device_uplink,1593633589891000000,-54
device_uplink,1593633622197000000,-51
device_uplink,1593633654506000000,-58
device_uplink,1593633686809000000,-53
device_uplink,1593633719118000000,-52
device_uplink,1593633751411000000,-52
device_uplink,1593633783719000000,-61
device_uplink,1593633816031000000,-62
device_uplink,1593633848336000000,-65
device_uplink,1593633880641000000,-55
device_uplink,1593633912943000000,-66
device_uplink,1593633945253000000,-64
device_uplink,1593633977557000000,-61
device_uplink,1593634009859000000,-58
device_uplink,1593634042157000000,-53
device_uplink,1593634134380000000,-43
device_uplink,1593634139513000000,-52
device_uplink,1593634144651000000,-53
device_uplink,1593634149275000000,-55
device_uplink,1593634153905000000,-59
device_uplink,1593634186260000000,-67
device_uplink,1593634218609000000,-65
device_uplink,1593634419816000000,-49
device_uplink,1593634425455000000,-52
device_uplink,1593634430584000000,-61
device_uplink,1593634435207000000,-60
device_uplink,1593634439831000000,-59
device_uplink,1593634472149000000,-65
device_uplink,1593634504456000000,-61
device_uplink,1593634536773000000,-73
device_uplink,1593634569095000000,-57
device_uplink,1593634601412000000,-59
device_uplink,1593634633723000000,-55
device_uplink,1593634790717000000,-45
device_uplink,1593634796357000000,-47
device_uplink,1593634801496000000,-48
device_uplink,1593634806115000000,-53
device_uplink,1593634810738000000,-55
device_uplink,1593634843090000000,-58
device_uplink,1593635062476000000,-47
device_uplink,1593635068112000000,-43
device_uplink,1593635073241000000,-51
device_uplink,1593635077870000000,-51
device_uplink,1593635082490000000,-48
device_uplink,1593635114801000000,-54
device_uplink,1593635147114000000,-53
device_uplink,1593635179419000000,-51
device_uplink,1593635211728000000,-54
device_uplink,1593635244036000000,-55
device_uplink,1593635276352000000,-53
device_uplink,1593635308653000000,-49
device_uplink,1593635340968000000,-54
device_uplink,1593636275045000000,-39
device_uplink,1593636280174000000,-40
device_uplink,1593636285305000000,-53
device_uplink,1593636289931000000,-48
device_uplink,1593636352029000000,-30
device_uplink,1593636357165000000,-31
device_uplink,1593636362289000000,-35
device_uplink,1593636366913000000,-39
device_uplink,1593636371533000000,-39
device_uplink,1593636949827000000,-37
device_uplink,1593636954962000000,-41
device_uplink,1593636960092000000,-43
device_uplink,1593636964714000000,-46
device_uplink,1593636969343000000,-47
device_uplink,1593637001703000000,-47
device_uplink,1593637034060000000,-49
device_uplink,1593637066401000000,-51
device_uplink,1593637204238000000,-39
device_uplink,1593637209374000000,-39
device_uplink,1593638006477000000,-60
device_uplink,1593638011596000000,-57
