time,latitude,longitude,rssi
1594057748063000000,48.102081,8.199653999999999,25.196850393700785
1594057760362000000,48.102104,8.199382,22.834645669291334
1594057772670000000,48.102138000000004,8.199116,18.897637795275585
1594057784973000000,48.102264,8.198914,32.283464566929126
1594057809586000000,48.102359,8.198682000000002,33.07086614173228
1594057821903000000,48.102378,8.198474000000001,38.582677165354326
1594057834195000000,48.102428,8.198245,33.07086614173228
1594057858800000000,48.102523,8.197833000000001,28.346456692913378
1594057871104000000,48.102546000000004,8.197554,25.196850393700785
1594057883415000000,48.102592,8.197313000000001,30.70866141732283
1594057895708000000,48.102729,8.197281,27.559055118110237
1594057906841000000,48.102863,8.197369,27.559055118110237
1594057931455000000,48.103195,8.19742,26.77165354330708
1594057968364000000,48.103225,8.197927,31.496062992125985
1594057980668000000,48.103263,8.198175,24.40944881889763
1594057992981000000,48.103294,8.198408,39.370078740157474
1594058005281000000,48.103343,8.198661,42.519685039370074
1594058017584000000,48.103415999999996,8.198878,44.881889763779526
1594058029881000000,48.103427,8.199091000000001,40.94488188976378
1594058054497000000,48.103122,8.199193,33.85826771653542
1594058077937000000,48.102835999999996,8.199321000000001,25.196850393700785
1594058102542000000,48.102722,8.199745,30.70866141732283
1594058114850000000,48.102714,8.199981,26.77165354330708
1594058127148000000,48.102703000000005,8.200238,33.07086614173228
1594058139461000000,48.102653000000004,8.200474,29.133858267716533
1594058164054000000,48.102569,8.200928999999999,18.11023622047243
1594058176379000000,48.102497,8.201078,19.68503937007874
1594058188666000000,48.102313,8.201116,20.472440944881882
1594058213277000000,48.102153,8.200858,29.133858267716533
1594058224414000000,48.102111,8.200733,22.04724409448818
1594058249024000000,48.101802,8.200696,25.984251968503926
1594058261318000000,48.101844,8.200657000000001,22.834645669291334
1594058273623000000,48.102001,8.200708,28.346456692913378
1594058285928000000,48.102138000000004,8.200782,23.62204724409449
1594058298238000000,48.102169,8.201022,24.40944881889763
1594058322852000000,48.101959,8.201292,22.04724409448818
1594058347447000000,48.101593,8.201376,24.40944881889763
1594058372053000000,48.101253,8.201187,22.834645669291334
1594058383190000000,48.101141999999996,8.201018,35.43307086614173
1594058407794000000,48.101299,8.201214,23.62204724409449
1594058420103000000,48.101184,8.201396,17.32283464566929
1594058444706000000,48.100906,8.201607000000001,21.259842519685037
1594058457011000000,48.100959,8.201500999999999,21.259842519685037
1594058616967000000,48.102725,8.201837,25.196850393700785
1594058628101000000,48.102863,8.201744999999999,25.196850393700785
1594058665015000000,48.103275,8.201718,24.40944881889763
1594058701925000000,48.103626,8.202304,20.472440944881882
1594058714232000000,48.103698,8.202551,19.68503937007874
1594058775751000000,48.103706,8.203832,19.68503937007874
1594058786882000000,48.103744,8.204067,25.196850393700785
1594058983762000000,48.104034000000006,8.202907000000002,21.259842519685037
1594059008353000000,48.103941999999996,8.202518,17.32283464566929
1594059422611000000,48.103828,8.200778999999999,31.496062992125985
1594059433766000000,48.103706,8.200813,25.984251968503926
1594059457211000000,48.103614,8.201108999999999,30.70866141732283
1594059468356000000,48.103656,8.201283,26.77165354330708
1594059491796000000,48.103763,8.201472,29.133858267716533
1594059515259000000,48.103614,8.201063000000001,29.133858267716533
1594059526405000000,48.103584000000005,8.200832,33.85826771653542
1594059537547000000,48.103736,8.200747999999999,34.64566929133858
1594059548683000000,48.103881,8.200721000000001,29.133858267716533
1594059559818000000,48.104022,8.200672,33.85826771653542
1594059571012000000,48.104137,8.200616,30.70866141732283
1594059594398000000,48.104259000000006,8.200975,25.984251968503926
1594059705139000000,48.105239000000005,8.200989,16.535433070866134
1594059766657000000,48.104785,8.200149,25.196850393700785
1594059802397000000,48.10464,8.199487,21.259842519685037
1594059814702000000,48.104576,8.199277,31.496062992125985
1594059827003000000,48.104476,8.199108,39.370078740157474
1594059838163000000,48.104358000000005,8.198971,42.519685039370074
1594059849298000000,48.104278,8.198784,37.79527559055118
1594059860424000000,48.104217,8.198588,40.94488188976378
1594059871564000000,48.104156,8.198405000000001,27.559055118110237
1594059883919000000,48.104084,8.198286999999999,29.921259842519675
1594059896168000000,48.104034000000006,8.198334,29.921259842519675
1594059908472000000,48.104147999999995,8.198474000000001,35.43307086614173
1594059920769000000,48.104202,8.198686,48.818897637795274
1594059933080000000,48.104267,8.198887,39.370078740157474
1594059945379000000,48.104377,8.199074000000001,37.79527559055118
1594059957682000000,48.104496000000005,8.19923,31.496062992125985
1594059969992000000,48.104461,8.199397,33.85826771653542
1594059982298000000,48.104331,8.199497000000001,34.64566929133858
1594059994600000000,48.104202,8.199631,25.984251968503926
1594060006908000000,48.104103,8.199753999999999,31.496062992125985
1594060019212000000,48.103984000000004,8.199612,31.496062992125985
1594060030344000000,48.103858,8.199667,33.07086614173228
1594060041494000000,48.103815999999995,8.199475,31.496062992125985
1594060052629000000,48.103893,8.199247,34.64566929133858
1594060063778000000,48.103912,8.199056,29.133858267716533
1594060076062000000,48.103862,8.198829,49.60629921259842
1594060088366000000,48.103801000000004,8.198611999999999,47.24409448818897
1594060100668000000,48.103736,8.198416,42.519685039370074
1594060112975000000,48.103698,8.198209,35.43307086614173
1594060125286000000,48.10366,8.197998,29.921259842519675
1594060137586000000,48.103637,8.197778999999999,18.897637795275585
1594060174490000000,48.103640999999996,8.19781,18.897637795275585
1594060185635000000,48.103668,8.198007,31.496062992125985
1594060196785000000,48.103702,8.198209,29.921259842519675
1594060207913000000,48.103752,8.198433999999999,43.30708661417322
1594060220218000000,48.103771,8.198597,39.370078740157474
1594060232530000000,48.103755,8.198616000000001,45.669291338582674
1594060244830000000,48.103729,8.198742,50.39370078740157
1594060257129000000,48.103706,8.19886,54.33070866141732
