time,latitude,longitude,rssi
1592732872185000000,48.103652000000004,8.198863000000001,63.77952755905512
1592732996771000000,48.103542,8.198939999999999,38.582677165354326
1592733029080000000,48.103378,8.199,33.85826771653542
1592733061370000000,48.103527,8.199551,35.43307086614173
1592733093676000000,48.103621999999994,8.20005,31.496062992125985
1592733125970000000,48.103725,8.200545,25.196850393700785
1592733158276000000,48.103969,8.200672,22.834645669291334
1592733222875000000,48.10461,8.200442,25.196850393700785
1592733578203000000,48.105045000000004,8.196111,22.04724409448818
1592733609320000000,48.104960999999996,8.195587,21.259842519685037
1592739063402000000,48.105915,8.200122,23.62204724409449
1592739126848000000,48.105194,8.200262,21.259842519685037
1592739157979000000,48.104839,8.200374,25.196850393700785
1592739189134000000,48.104476,8.200502,26.77165354330708
1592739220271000000,48.104106,8.200627,24.40944881889763
1592739252576000000,48.103801000000004,8.200607000000002,29.921259842519675
1592739283726000000,48.103649,8.200042,34.64566929133858
1592739316017000000,48.103538,8.199482000000001,43.30708661417322
1592739347162000000,48.103415999999996,8.198969,38.582677165354326
1592739378294000000,48.103534,8.198883,44.09448818897638
1592739409442000000,48.103706,8.198829,58.26771653543307
1592739440576000000,48.103645,8.198844,66.14173228346456
1592739956221000000,48.103649,8.198875,78.74015748031496
1592740150036000000,48.103576000000004,8.198862,48.818897637795274
1592740182329000000,48.10342,8.198903,33.07086614173228
1592740214639000000,48.103263,8.199133999999999,27.559055118110237
1592740279238000000,48.102764,8.19937,21.259842519685037
1592740310368000000,48.102733,8.199767,24.40944881889763
1592740342673000000,48.102691,8.200289,22.04724409448818
1592741214812000000,48.101046999999994,8.204691,24.40944881889763
1592741278249000000,48.101581,8.205573,19.68503937007874
1592741341688000000,48.102024,8.206544000000001,24.40944881889763
1592741372830000000,48.102188,8.207056,22.834645669291334
1592741468566000000,48.102859,8.208381,18.897637795275585
1592741500867000000,48.103008,8.208897,30.70866141732283
1592741533160000000,48.103027000000004,8.209452,23.62204724409449
1592741920783000000,48.102729,8.215632000000001,25.196850393700785
1592741984216000000,48.103332,8.215982,24.40944881889763
1592742016520000000,48.103683000000004,8.215771,17.32283464566929
1592743211879000000,48.103908000000004,8.202273,19.68503937007874
1592743243101000000,48.103896999999996,8.201798,22.834645669291334
1592743307845000000,48.103626,8.200818,27.559055118110237
1592743340211000000,48.103729,8.200432000000001,33.07086614173228
1592743371401000000,48.103614,8.19985,33.85826771653542
1592743434841000000,48.103424,8.199067,45.669291338582674
1592743465980000000,48.103424,8.198835,25.196850393700785
1592743497107000000,48.103598999999996,8.198929,57.48031496062992
1592743529412000000,48.103649,8.198792999999998,58.26771653543307
1592743560547000000,48.103626,8.198792999999998,62.204724409448815
1593600544617000000,1000.0,1000.0,74.01574803149606
1593604505951000000,1e-06,0.0,80.31496062992126
1593707803295000000,48.158054,8.26043,66.14173228346456
1593707836351000000,48.158061,8.260433,61.41732283464567
1593707968610000000,48.157981,8.260297,65.35433070866142
1593708100864000000,48.155952,8.260022,58.26771653543307
1593708133928000000,48.155902000000005,8.259893,62.204724409448815
1593708398406000000,48.155838,8.259725999999999,62.99212598425196
1593708596762000000,48.158542,8.264374,62.204724409448815
1593708629818000000,48.155937,8.26004,61.41732283464567
1593708695938000000,48.155848999999996,8.259841,62.204724409448815
1593708729006000000,48.155864,8.259817,61.41732283464567
1593710141223000000,48.156082,8.259913000000001,61.41732283464567
1593713980298000000,48.155840999999995,8.259886,65.35433070866142
1593715995189000000,48.155975,8.259781,90.55118110236221
1593718417770000000,48.155788,8.259984,74.01574803149606
1593719931808000000,48.155925,8.259995,74.01574803149606
1593720840219000000,48.155891,8.259737,74.01574803149606
1593721143014000000,48.155941,8.259909,75.59055118110236
1593721445797000000,48.155895,8.259972,72.44094488188976
1593727198938000000,48.156036,8.259878,69.29133858267716
1593733254888000000,48.155826,8.259832000000001,69.29133858267716
1593771480492000000,48.155857,8.25988,74.01574803149606
1593864878865000000,48.155887,8.259882000000001,81.10236220472441
1593957901362000000,48.156036,8.260011,85.8267716535433
1594052982627000000,48.103866,8.198903,70.86614173228347
1594052993784000000,48.103823999999996,8.198852,73.22834645669292
1594053004928000000,48.103893,8.198843,71.65354330708661
1594053016080000000,48.103881,8.198846000000001,66.9291338582677
1594053117589000000,48.103854999999996,8.198925,68.50393700787401
1594053129884000000,48.103744,8.198962,71.65354330708661
1594053142187000000,48.103675,8.198903999999999,73.22834645669292
1594053154499000000,48.103679,8.198909,69.29133858267716
1594053191398000000,48.103683000000004,8.198909,70.86614173228347
1594053264075000000,48.103687,8.198922,72.44094488188976
1594053680047000000,48.103637,8.198844,63.77952755905512
1594053692353000000,48.103598999999996,8.198843,61.41732283464567
1594053740400000000,48.103618,8.198835,62.99212598425196
1594053752701000000,48.103618,8.198825999999999,54.33070866141732
1594053777312000000,48.103618,8.198903999999999,57.48031496062992
1594053789617000000,48.103485,8.198841999999999,45.669291338582674
1594053801923000000,48.103427,8.198851,44.881889763779526
1594053814242000000,48.103389,8.198978,25.984251968503926
1594053826530000000,48.103439,8.199181,48.031496062992126
1594053838832000000,48.103491999999996,8.19937,45.669291338582674
1594053851134000000,48.103538,8.199577,44.09448818897638
1594053863444000000,48.103588,8.199788,42.519685039370074
1594053875760000000,48.103637,8.200044,34.64566929133858
1594053900351000000,48.103721,8.200460000000001,36.22047244094488
1594053911491000000,48.103759000000004,8.20065,34.64566929133858
1594053923809000000,48.103691,8.200822,33.85826771653542
1594053936093000000,48.103546,8.200847,42.519685039370074
1594053948397000000,48.103408,8.20086,29.921259842519675
1594053960704000000,48.103263,8.200911999999999,30.70866141732283
1594053973010000000,48.103103000000004,8.200991,26.77165354330708
1594054009919000000,48.102989,8.201524000000001,22.834645669291334
1594054021062000000,48.102911999999996,8.201677,26.77165354330708
1594054044508000000,48.102886,8.202007,21.259842519685037
1594054080260000000,48.102802000000004,8.20252,30.70866141732283
1594054091402000000,48.102783,8.202563,24.40944881889763
1594054102539000000,48.102676,8.202705,19.68503937007874
1594054114843000000,48.102565000000006,8.202861,24.40944881889763
1594054127141000000,48.102432,8.203044,20.472440944881882
1594054151749000000,48.102237,8.203407,27.559055118110237
1594054164061000000,48.102169,8.203612,21.259842519685037
1594054176354000000,48.102184,8.20386,22.834645669291334
1594054200962000000,48.10239,8.204224,22.834645669291334
1594054225576000000,48.102615,8.204602000000001,21.259842519685037
1594054237882000000,48.102725,8.204778999999998,21.259842519685037
1594054262484000000,48.102924,8.205178,26.77165354330708
1594054273630000000,48.103008,8.20536,30.70866141732283
1594054298225000000,48.103157,8.205764,29.133858267716533
1594054335140000000,48.103233,8.20645,23.62204724409449
1594054347445000000,48.103286,8.206666,22.834645669291334
1594054359752000000,48.103286,8.206956,25.984251968503926
1594054372051000000,48.103206,8.207192,28.346456692913378
1594054433585000000,48.10297,8.208191000000001,25.196850393700785
1594054444709000000,48.102939,8.208401,29.921259842519675
1594054457017000000,48.102977,8.208598,26.77165354330708
1594054469318000000,48.103015,8.208789,23.62204724409449
1594054481620000000,48.103031,8.209019,28.346456692913378
1594054493917000000,48.103038,8.209273,24.40944881889763
1594054506222000000,48.103041999999995,8.209511000000001,23.62204724409449
1594054530836000000,48.103034,8.210001,25.984251968503926
1594054776919000000,48.102695000000004,8.215617,24.40944881889763
1594054788045000000,48.102821,8.215777000000001,22.834645669291334
1594054800357000000,48.102931,8.215985,18.897637795275585
1594054849564000000,48.103598999999996,8.215774,18.897637795275585
1594054911093000000,48.104423,8.215671,21.259842519685037
1594054923387000000,48.104415,8.215682000000001,21.259842519685037
1594054935695000000,48.104372999999995,8.215825,22.834645669291334
1594054959132000000,48.104343,8.215791000000001,21.259842519685037
1594054983749000000,48.104225,8.215547,25.196850393700785
1594055168307000000,48.105125,8.216884,19.68503937007874
1594055179436000000,48.105106,8.217058,22.04724409448818
1594055253264000000,48.105121000000004,8.21739,19.68503937007874
1594055265569000000,48.105106,8.21718,22.834645669291334
1594056078071000000,48.10321,8.206357,22.834645669291334
1594056089215000000,48.103103000000004,8.206313,17.32283464566929
1594056100356000000,48.102973,8.206412,23.62204724409449
1594056123811000000,48.102657,8.206398,27.559055118110237
1594056147257000000,48.102424,8.206083,25.984251968503926
1594056158396000000,48.102283,8.206009,22.04724409448818
1594056170712000000,48.102153,8.205862,17.32283464566929
1594056195313000000,48.101863,8.206027,21.259842519685037
1594056207611000000,48.101757,8.205833,25.196850393700785
1594056219918000000,48.101646,8.205657,28.346456692913378
1594056232226000000,48.101539,8.205488,30.70866141732283
1594056256833000000,48.101299,8.205098,27.559055118110237
1594056269137000000,48.101192,8.204908,19.68503937007874
1594056281434000000,48.101093,8.204719,25.196850393700785
1594056306054000000,48.100887,8.204319,22.834645669291334
1594056342963000000,48.100570000000005,8.20374,31.496062992125985
1594056355264000000,48.100463,8.203572,23.62204724409449
1594056367566000000,48.100345000000004,8.203396000000001,31.496062992125985
1594056378727000000,48.100246000000006,8.203211,29.921259842519675
1594056402162000000,48.100028,8.203127,22.834645669291334
1594056413306000000,48.099971000000004,8.203354,22.04724409448818
1594056424437000000,48.100025,8.203595,26.77165354330708
1594056436744000000,48.100082,8.203851,33.07086614173228
1594056447880000000,48.100116,8.204096,25.984251968503926
1594056459023000000,48.100153999999996,8.204341000000001,25.196850393700785
1594056471315000000,48.1002,8.204627,30.70866141732283
1594056482465000000,48.100242,8.204874,27.559055118110237
1594056493589000000,48.100276,8.205112,25.984251968503926
1594056505897000000,48.100303000000004,8.205369000000001,29.133858267716533
1594056518207000000,48.100336999999996,8.205624,33.85826771653542
1594056529343000000,48.100364,8.205891000000001,30.70866141732283
1594056540490000000,48.100406,8.206123,33.07086614173228
1594056551633000000,48.100433,8.206347000000001,39.370078740157474
1594056575068000000,48.100555,8.206809,36.22047244094488
1594056587382000000,48.100646000000005,8.207056,33.85826771653542
1594056599682000000,48.100742,8.207267,33.07086614173228
1594056611979000000,48.100833,8.207487,37.00787401574803
1594056624295000000,48.100906,8.207721000000001,29.921259842519675
1594056636595000000,48.100971,8.207980000000001,30.70866141732283
1594056648903000000,48.101013,8.208207000000002,30.70866141732283
1594056661202000000,48.101013,8.208209,34.64566929133858
1594056673503000000,48.100982,8.208098,33.07086614173228
1594056685817000000,48.100916999999995,8.207844,36.22047244094488
1594056698114000000,48.100837,8.207599,36.22047244094488
1594056710432000000,48.100761,8.207398,34.64566929133858
1594056721556000000,48.100681,8.207213000000001,34.64566929133858
1594056733847000000,48.100592999999996,8.206995,37.79527559055118
1594056746153000000,48.100516999999996,8.206783,37.79527559055118
1594056758456000000,48.100448,8.206564,36.22047244094488
1594056783066000000,48.100376000000004,8.206082,38.582677165354326
1594056795373000000,48.100353000000005,8.205871,34.64566929133858
1594056807672000000,48.100307,8.205664,32.283464566929126
1594056819977000000,48.100284,8.205407000000001,29.133858267716533
1594056832284000000,48.10025,8.205177,28.346456692913378
1594056844595000000,48.100227000000004,8.204953,33.07086614173228
1594056856892000000,48.1002,8.204736,33.07086614173228
1594056869190000000,48.100158,8.204489,34.64566929133858
1594056880322000000,48.100131,8.204272999999999,22.834645669291334
1594056892626000000,48.100101,8.204036,34.64566929133858
1594056904941000000,48.100055,8.203827,42.519685039370074
1594056917236000000,48.100013,8.203592,19.68503937007874
1594056929537000000,48.099971000000004,8.203387,21.259842519685037
1594056941842000000,48.099928999999996,8.203186,22.834645669291334
1594056978775000000,48.099887,8.202556,18.897637795275585
1594057027982000000,48.099491,8.201931,19.68503937007874
1594057100633000000,48.098781,8.201502,18.897637795275585
1594057137549000000,48.099143,8.201742999999999,23.62204724409449
1594057149850000000,48.099292,8.201827999999999,19.68503937007874
1594057260596000000,48.100623999999996,8.201592,25.984251968503926
1594057271711000000,48.100681,8.201519000000001,20.472440944881882
1594057284018000000,48.100582,8.201393,18.897637795275585
1594057296323000000,48.100574,8.201276,25.984251968503926
1594057320931000000,48.100852,8.200992,29.921259842519675
1594057345536000000,48.100615999999995,8.200842,19.68503937007874
1594057407063000000,48.100669,8.200586999999999,21.259842519685037
1594057419358000000,48.100727,8.200514,18.897637795275585
1594057430496000000,48.100818,8.200371,19.68503937007874
1594057516623000000,48.100833,8.200037,24.40944881889763
1594057528987000000,48.100845,8.199999,21.259842519685037
1594057541227000000,48.100986,8.200061999999999,21.259842519685037
1594057553532000000,48.101135,8.200122,18.897637795275585
1594057578144000000,48.101253,8.200139,21.259842519685037
1594057589275000000,48.101172999999996,8.200161999999999,26.77165354330708
1594057638497000000,48.100947999999995,8.200414,23.62204724409449
1594057650806000000,48.101062,8.200512,21.259842519685037
1594057675413000000,48.101406,8.200542,21.259842519685037
1594057700015000000,48.101749,8.200445,28.346456692913378
1594057712319000000,48.101902,8.200372,35.43307086614173
1594057724631000000,48.101989,8.200155,33.07086614173228
1594057736928000000,48.102046,8.199885,30.70866141732283
